Received new setpoint, speed, duration: 255, 280933
Calc'd Final Speed: 0.23
8532158|255|-1984|-56.36|-322.90|5|938
8533657|255|-1994|-56.65|-319.40|5|940
8535159|255|-2003|-56.90|-341.20|6|940
8536681|255|-2013|-57.19|-331.40|5|937
8538182|255|-2022|-57.44|-331.60|5|945
8539704|255|-2032|-57.73|-343.40|5|945
8541197|255|-2042|-58.01|-359.00|5|944
8542699|255|-2052|-58.30|-315.80|5|938
8544212|255|-2061|-58.55|-350.90|5|964
8545732|255|-2071|-58.84|-321.80|6|952
8547196|255|-2080|-59.09|-357.20|5|937
8548705|255|-2090|-59.38|-326.30|6|936
8550194|255|-2099|-59.63|-326.70|6|938
8551704|255|-2109|-59.91|-323.20|6|943
8553196|255|-2118|-60.17|-351.20|5|943
8554709|255|-2128|-60.45|-317.30|5|942
8556191|255|-2138|-60.74|-321.50|5|950
8557700|255|-2148|-61.02|-347.10|5|936
8559209|255|-2157|-61.28|-346.40|5|980
8560733|255|-2166|-61.53|-357.20|6|976
8562210|255|-2176|-61.82|-351.60|5|958
8563745|255|-2186|-62.10|-356.40|5|973
8565192|255|-2195|-62.36|-348.30|5|939
8566713|255|-2205|-62.64|-322.70|5|937
8568204|255|-2214|-62.90|-330.40|5|935
8569732|255|-2224|-63.18|-346.80|5|940
8571217|255|-2234|-63.47|-331.90|42|938
8572736|255|-2243|-63.72|-333.60|6|940
8574223|255|-2253|-64.01|-352.80|5|975
8575746|255|-2262|-64.26|-357.60|5|939
8577189|255|-2272|-64.55|-324.40|5|938
8578736|255|-2282|-64.83|-363.60|5|939
8580185|255|-2291|-65.09|-334.00|5|945
8581740|255|-2301|-65.37|-368.40|5|937
8583202|255|-2310|-65.62|-332.00|6|937
8584728|255|-2320|-65.91|-342.70|5|939
8586180|255|-2329|-66.16|-332.40|6|942
8587716|255|-2339|-66.45|-360.80|5|949
8589167|255|-2348|-66.70|-328.80|6|938
8590725|255|-2358|-66.99|-329.50|6|945
8592176|255|-2367|-67.24|-352.20|6|945
8593725|255|-2377|-67.53|-353.50|5|937
8595200|255|-2386|-67.78|-365.70|4|938
8596747|255|-2396|-68.07|-364.10|5|939
8598206|255|-2406|-68.35|-361.10|5|940
8599745|255|-2415|-68.61|-349.90|5|936
8601187|255|-2424|-68.86|-330.90|6|943
8602724|255|-2434|-69.15|-338.00|5|939
8604166|255|-2444|-69.43|-355.40|5|940
8605699|255|-2453|-69.69|-338.20|5|940
8607165|255|-2462|-69.94|-338.30|5|943
Time [us]|PWM|Encoder Counts|Angle|Current[mA]|Perf Angle [us]|Perf Current[us]
8608763|255|-2472|-70.23|-357.10|5|938
8610186|255|-2482|-70.51|-367.30|5|941
8611725|255|-2492|-70.80|-331.20|6|938
8613205|255|-2501|-71.05|-374.90|5|953
8614735|255|-2510|-71.31|-336.60|6|937
8616184|255|-2520|-71.59|-370.80|5|942
8617724|255|-2530|-71.87|-344.00|6|938
8619184|255|-2539|-72.13|-343.60|5|948
8620727|255|-2549|-72.41|-337.10|5|942
8622183|255|-2558|-72.67|-363.60|5|945
8623723|255|-2568|-72.95|-329.80|6|937
8625184|255|-2577|-73.21|-338.90|6|954
8626728|255|-2587|-73.49|-366.90|5|936
8628205|255|-2596|-73.75|-366.50|6|971
8629752|255|-2606|-74.03|-371.20|5|938
8631228|255|-2615|-74.29|-359.80|6|967
8632752|255|-2625|-74.57|-356.30|5|942
8634243|255|-2634|-74.83|-342.90|5|980
8635797|255|-2644|-75.11|-335.40|6|940
8637269|255|-2654|-75.40|-335.30|6|977
8638818|255|-2664|-75.68|-356.70|5|936
8640272|255|-2673|-75.94|-344.30|5|955
8641797|255|-2682|-76.19|-346.10|6|952
8643255|255|-2692|-76.48|-355.70|5|935
8644767|255|-2702|-76.76|-370.70|6|938
8646226|255|-2711|-77.02|-330.10|5|934
8647747|255|-2720|-77.27|-366.50|27|936
8649214|255|-2730|-77.56|-332.40|5|937
8650723|255|-2739|-77.81|-364.30|5|937
8652214|255|-2749|-78.10|-347.20|5|938
8653726|255|-2758|-78.35|-337.20|5|939
8655202|255|-2768|-78.64|-332.90|6|950
8656714|255|-2778|-78.92|-356.60|6|938
8658193|255|-2787|-79.18|-328.30|5|940
8659700|255|-2796|-79.43|-326.60|5|938
8661186|255|-2806|-79.72|-363.40|5|941
8662695|255|-2816|-80.00|-361.20|5|943
8664198|255|-2826|-80.28|-366.60|6|939
8665702|255|-2835|-80.54|-352.70|5|936
8667180|255|-2844|-80.80|-348.60|5|943
8668703|255|-2854|-81.08|-338.20|5|955
8670192|255|-2864|-81.36|-327.30|6|945
8671709|255|-2873|-81.62|-329.70|5|937
8673201|255|-2883|-81.90|-348.60|5|949
8674738|255|-2892|-82.16|-335.40|5|966
8676205|255|-2902|-82.44|-335.80|5|939
8677714|255|-2912|-82.73|-349.70|5|938
8679201|255|-2921|-82.98|-361.80|5|945
8680707|255|-2930|-83.24|-324.40|5|943
8682195|255|-2940|-83.52|-364.00|5|944
8683712|255|-2950|-83.81|-326.80|5|944
8685210|255|-2960|-84.09|-363.30|6|949
8686720|255|-2969|-84.35|-331.70|5|939
8688191|255|-2978|-84.60|-329.20|6|943
8689723|255|-2988|-84.89|-325.60|6|944
8691189|255|-2998|-85.17|-352.90|5|944
8692686|255|-3007|-85.43|-320.60|5|936
8694183|255|-3017|-85.71|-321.70|5|941
8695681|255|-3026|-85.97|-346.80|5|938
8697174|255|-3036|-86.25|-347.30|6|968
8698691|255|-3046|-86.53|-355.30|5|937
