Received new setpoint, speed, duration: -100.00, 6765933
Calc'd Final Speed: 0.00
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
16085312|-45.523|25000|1|148|83.94|150
16090313|-45.597|25000|-1|148|83.67|149
16095305|-45.671|25000|5|148|83.50|150
16100315|-45.745|25000|-1|148|83.23|150
16105301|-45.819|25000|7|148|82.97|148
16110315|-45.893|25000|2|149|82.79|150
16115307|-45.966|25000|1|148|82.53|149
16120310|-46.040|25000|1|149|82.35|150
16125301|-46.114|25000|-5|149|82.09|150
16130311|-46.188|25000|-2|148|81.91|151
16135308|-46.262|25000|7|149|81.65|150
16140301|-46.336|25000|1|148|81.47|150
16145302|-46.410|25000|4|149|81.21|151
16150309|-46.484|25000|1|149|81.04|150
16155311|-46.558|25000|1|148|80.77|151
16160305|-46.632|25000|2|147|80.60|151
16165301|-46.705|25000|1|148|80.33|150
16170312|-46.779|25000|-4|148|80.07|150
16175309|-46.853|25000|4|148|79.89|150
16180303|-46.927|25000|1|147|79.63|150
16185305|-47.001|25000|4|149|79.45|150
16190305|-47.075|25000|0|147|79.19|150
16195306|-47.149|25000|0|149|78.93|150
16200312|-47.223|25000|8|149|78.66|149
16205303|-47.297|25000|-6|148|78.40|150
16210309|-47.371|25000|1|148|78.22|149
16215310|-47.444|25000|-13|148|77.96|150
16220308|-47.518|25000|8|153|77.70|150
16225305|-47.592|25000|2|150|77.52|149
16230324|-47.666|25000|-9|158|77.26|150
16235316|-47.740|25000|1|151|76.99|151
16240317|-47.814|25000|14|150|76.73|151
16245303|-47.888|25000|-7|150|76.55|149
16250312|-47.962|25000|1|151|76.29|150
16255304|-48.036|25000|-1|149|76.03|151
16260313|-48.110|25000|14|149|75.85|151
16265315|-48.184|25000|2|149|75.59|151
16270306|-48.257|25000|-6|149|75.32|151
16275314|-48.331|25000|3|148|75.06|152
16280312|-48.405|25000|1|149|74.79|151
16285316|-48.479|25000|0|147|74.62|152
16290307|-48.553|25000|8|148|74.36|152
16295304|-48.627|25000|-2|148|74.09|152
16300316|-48.701|25000|3|148|73.83|152
16305301|-48.775|25000|14|149|73.56|151
16310322|-48.849|25000|-5|148|73.30|161
16315308|-48.922|25000|1|149|73.04|151
16320302|-48.996|25000|8|149|72.86|151
16325314|-49.070|25000|-1|148|72.60|152
16330311|-49.144|25000|8|149|72.33|153
16335313|-49.218|25000|-1|148|72.16|160
16340302|-49.292|25000|3|149|71.81|150
16345304|-49.366|25000|1|149|71.63|151
16350306|-49.440|25000|1|148|71.37|151
16355313|-49.514|25000|1|149|71.10|150
16360315|-49.588|25000|2|148|70.93|151
16365315|-49.662|25000|1|147|70.58|150
16370305|-49.735|25000|4|148|70.31|149
16375312|-49.809|25000|1|148|70.14|149
16380313|-49.883|25000|-8|148|69.79|156
16385322|-49.957|25000|8|148|69.52|156
16390307|-50.031|25000|-5|149|69.35|149
16395315|-50.105|25000|8|149|68.99|150
16400304|-50.179|25000|4|148|68.82|149
16405304|-50.253|25000|-0|148|68.47|149
16410304|-50.326|25000|4|148|68.29|150
16415313|-50.400|25000|1|149|68.03|151
16420300|-50.474|25000|1|148|67.68|150
16425301|-50.548|25000|1|149|67.50|151
16430316|-50.622|25000|4|148|67.15|149
16435304|-50.696|25000|1|148|66.88|150
16440311|-50.770|25000|-2|147|66.62|149
16445313|-50.844|25000|4|148|66.36|150
16450307|-50.918|25000|-1|149|66.09|150
16455304|-50.992|25000|8|149|65.83|150
16460307|-51.066|25000|1|147|65.57|149
16465309|-51.139|25000|3|148|65.30|149
16470309|-51.213|25000|2|149|65.04|150
16475311|-51.287|25000|8|149|64.78|150
16480317|-51.361|25000|1|148|64.51|150
16485300|-51.435|25000|14|149|64.25|149
16490311|-51.509|25000|4|148|63.90|151
16495313|-51.583|25000|1|149|63.63|150
16500310|-51.657|25000|-3|149|63.37|150
16505303|-51.731|25000|8|147|63.11|149
16510306|-51.804|25000|-5|148|62.84|150
16515301|-51.878|25000|7|149|62.58|150
16520312|-51.952|25000|1|148|62.23|150
16525311|-52.026|25000|1|148|61.96|150
16530316|-52.100|25000|1|147|61.70|149
16535319|-52.174|25000|-10|149|61.44|150
16540315|-52.248|25000|1|148|61.17|150
16545316|-52.322|25000|-12|149|60.91|149
16550308|-52.396|25000|1|149|60.64|151
16555300|-52.470|25000|4|148|60.38|149
16560314|-52.544|25000|1|147|60.03|149
16565307|-52.617|25000|4|149|59.77|150
16570310|-52.691|25000|2|148|59.50|150
16575313|-52.765|25000|4|149|59.24|150
16580316|-52.839|25000|1|148|58.97|151
16585315|-52.913|25000|8|149|58.62|149
16590310|-52.987|25000|1|148|58.36|150
16595316|-53.061|25000|-3|149|58.10|150
16600302|-53.135|25000|1|149|57.74|150
16605312|-53.209|25000|-2|149|57.48|150
16610312|-53.283|25000|2|149|57.22|149
16615302|-53.356|25000|1|149|56.95|150
16620301|-53.430|25000|1|148|56.60|150
16625311|-53.504|25000|-2|149|56.34|150
16630307|-53.578|25000|8|149|56.07|150
16635302|-53.652|25000|4|148|55.81|150
16640309|-53.726|25000|0|148|55.46|150
16645304|-53.800|25000|3|147|55.20|149
16650303|-53.874|25000|-4|149|54.93|151
16655311|-53.948|25000|4|149|54.67|150
16660308|-54.022|25000|6|148|54.32|149
16665312|-54.095|25000|-2|148|54.05|149
16670301|-54.169|25000|-9|148|53.79|150
16675315|-54.243|25000|-2|149|53.53|150
16680305|-54.317|25000|4|148|53.26|150
16685311|-54.391|25000|1|148|52.91|151
16690301|-54.465|25000|4|148|52.65|149
16695305|-54.539|25000|1|149|52.29|151
16700300|-54.613|25000|1|149|52.03|151
16705314|-54.687|25000|1|149|51.77|150
16710302|-54.760|25000|3|149|51.50|149
16715314|-54.834|25000|1|149|51.24|149
16720313|-54.908|25000|5|149|50.89|150
16725316|-54.982|25000|1|153|50.63|150
16730312|-55.056|25000|1|151|50.36|149
16735311|-55.130|25000|2|150|50.01|150
16740320|-55.204|25000|1|150|49.66|150
16745317|-55.278|25000|-1|151|49.39|149
16750305|-55.352|25000|4|152|49.13|150
16755308|-55.426|25000|11|151|48.78|150
16760307|-55.499|25000|1|148|48.52|152
16765311|-55.573|25000|0|148|48.25|151
16770318|-55.647|25000|1|148|47.90|152
16775303|-55.721|25000|1|149|47.55|151
16780316|-55.795|25000|1|149|47.29|152
16785315|-55.869|25000|-9|148|47.02|150
16790302|-55.943|25000|1|149|46.67|151
16795318|-56.017|25000|2|148|46.41|152
16800317|-56.091|25000|14|149|46.05|152
16805318|-56.165|25000|8|155|45.79|153
16810301|-56.238|25000|-16|149|45.53|151
16815303|-56.312|25000|2|148|45.18|150
16820301|-56.386|25000|2|148|44.91|152
16825314|-56.460|25000|14|148|44.56|152
16830318|-56.534|25000|1|149|44.30|151
16835308|-56.608|25000|-12|148|43.95|152
16840311|-56.682|25000|1|148|43.68|153
16845316|-56.756|25000|-2|148|43.33|152
16850303|-56.830|25000|1|147|43.07|150
16855301|-56.903|25000|11|148|42.80|150
16860314|-56.978|25000|0|148|42.45|150
16865304|-57.051|25000|8|148|42.19|150
16870309|-57.125|25000|1|149|41.84|150
16875303|-57.199|25000|-2|148|41.57|150
16880312|-57.273|25000|5|149|41.40|150
16885310|-57.347|25000|1|149|41.04|150
16890318|-57.421|25000|-1|149|40.78|151
16895300|-57.495|25000|1|148|40.43|150
16900310|-57.569|25000|1|148|40.17|150
16905301|-57.642|25000|1|149|39.81|150
16910307|-57.716|25000|1|149|39.55|150
16915300|-57.790|25000|-9|149|39.20|149
16920316|-57.864|25000|2|149|38.94|150
16925300|-57.938|25000|3|148|38.58|150
16930301|-58.012|25000|8|148|38.32|150
16935301|-58.086|25000|2|147|37.97|151
16940300|-58.160|25000|1|148|37.71|149
16945316|-58.234|25000|-1|148|37.35|150
16950310|-58.308|25000|11|146|37.00|151
16955299|-58.381|25000|-3|148|36.65|148
16960315|-58.456|25000|8|149|36.39|150
16965312|-58.529|25000|-2|147|36.04|149
16970305|-58.603|25000|-2|149|35.86|150
16975306|-58.677|25000|-4|149|35.51|150
16980311|-58.751|25000|0|148|35.24|150
16985301|-58.825|25000|0|147|34.89|150
16990304|-58.899|25000|-9|148|34.63|150
16995304|-58.973|25000|5|148|34.28|149
17000302|-59.047|25000|0|148|34.01|149
17005308|-59.121|25000|3|149|33.66|150
17010304|-59.194|25000|0|148|33.40|150
17015316|-59.268|25000|2|149|33.05|150
17020310|-59.342|25000|1|148|32.78|150
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
17025369|-59.416|25000|-3|149|32.52|150
17030313|-59.490|25000|-7|148|32.17|151
17035313|-59.564|25000|1|149|31.82|149
17040314|-59.638|25000|-10|148|31.64|149
17045313|-59.712|25000|5|148|31.29|150
17050307|-59.786|25000|3|148|31.03|150
17055311|-59.860|25000|1|148|30.67|150
17060310|-59.934|25000|-3|148|30.41|149
17065302|-60.007|25000|8|148|30.06|150
17070308|-60.081|25000|1|148|29.79|151
17075313|-60.155|25000|-0|147|29.44|150
17080314|-60.229|25000|14|148|29.18|149
17085304|-60.303|25000|-6|149|28.92|150
17090311|-60.377|25000|-2|149|28.65|150
17095314|-60.451|25000|0|148|28.30|149
17100301|-60.525|25000|6|149|27.95|150
17105311|-60.599|25000|5|148|27.60|150
17110301|-60.672|25000|3|149|27.33|150
17115302|-60.746|25000|-2|149|26.98|150
17120308|-60.820|25000|1|149|26.72|150
17125302|-60.894|25000|6|149|26.46|150
17130312|-60.968|25000|1|149|26.19|150
17135309|-61.042|25000|1|148|25.84|150
17140304|-61.116|25000|2|149|25.58|150
17145307|-61.190|25000|8|148|25.22|150
17150314|-61.264|25000|-5|148|24.96|150
17155311|-61.338|25000|2|148|24.61|149
17160300|-61.411|25000|1|147|24.35|149
17165316|-61.485|25000|-2|148|24.08|151
17170312|-61.559|25000|9|148|23.73|150
17175313|-61.633|25000|1|148|23.47|150
17180310|-61.707|25000|1|147|23.12|149
17185304|-61.781|25000|1|148|22.85|149
17190314|-61.855|25000|5|148|22.50|150
17195305|-61.929|25000|2|147|22.24|151
17200299|-62.003|25000|8|148|21.97|150
17205308|-62.077|25000|1|148|21.71|150
17210301|-62.150|25000|1|149|21.45|151
17215302|-62.224|25000|7|149|21.09|150
17220311|-62.298|25000|-6|148|20.74|150
17225305|-62.372|25000|0|149|20.48|150
17230315|-62.446|25000|1|149|20.13|149
17235314|-62.520|25000|4|148|19.86|150
17240308|-62.594|25000|1|148|19.60|150
17245314|-62.668|25000|4|154|19.34|149
17250310|-62.742|25000|1|150|18.98|150
17255306|-62.816|25000|1|151|18.63|150
17260300|-62.889|25000|-3|148|18.46|150
17265313|-62.963|25000|1|148|18.11|149
17270309|-63.037|25000|2|150|17.84|150
17275314|-63.111|25000|-12|150|17.58|149
17280312|-63.185|25000|-1|153|17.31|150
17285302|-63.259|25000|-2|149|16.96|151
17290305|-63.333|25000|14|148|16.70|150
17295313|-63.407|25000|-5|149|16.44|151
17300301|-63.481|25000|1|149|16.08|151
17305307|-63.555|25000|1|150|15.82|151
17310316|-63.629|25000|8|152|15.56|151
17315309|-63.702|25000|2|148|15.21|150
17320317|-63.776|25000|-2|149|14.85|152
17325316|-63.850|25000|1|151|14.59|151
17330323|-63.924|25000|-6|155|14.33|150
17335308|-63.998|25000|-12|149|13.97|152
17340312|-64.072|25000|1|149|13.62|152
17345306|-64.146|25000|-1|149|13.36|152
17350310|-64.220|25000|6|148|13.10|152
17355317|-64.294|25000|-0|149|12.83|152
17360313|-64.368|25000|3|148|12.57|151
17365319|-64.441|25000|-0|149|12.30|161
17370300|-64.515|25000|8|148|11.95|149
17375315|-64.589|25000|4|149|11.60|150
17380310|-64.663|25000|1|149|11.25|150
17385301|-64.737|25000|1|147|11.07|151
17390310|-64.811|25000|1|148|10.72|157
17395303|-64.885|25000|1|148|10.55|149
17400302|-64.959|25000|3|149|10.20|150
17405314|-65.033|25000|1|148|9.93|150
17410314|-65.106|25000|-0|148|9.58|158
17415303|-65.180|25000|1|149|9.32|150
17420314|-65.254|25000|1|148|9.05|150
17425317|-65.328|25000|1|149|8.79|150
17430306|-65.402|25000|-7|147|8.44|149
17435302|-65.476|25000|-1|149|8.17|150
17440311|-65.550|25000|1|147|7.82|149
17445301|-65.624|25000|14|148|7.56|150
17450308|-65.698|25000|4|148|7.21|150
17455303|-65.771|25000|1|148|6.94|150
17460306|-65.845|25000|3|147|6.68|150
17465307|-65.919|25000|14|148|6.42|150
17470305|-65.993|25000|5|148|6.15|150
17475302|-66.067|25000|0|149|5.89|150
17480312|-66.141|25000|-2|148|5.62|150
17485307|-66.215|25000|14|149|5.27|150
17490305|-66.289|25000|1|149|5.01|150
17495310|-66.363|25000|-1|149|4.75|150
17500307|-66.437|25000|0|147|4.48|150
17505302|-66.510|25000|-2|148|4.22|150
17510311|-66.585|25000|0|148|3.96|150
17515310|-66.658|25000|1|148|3.60|150
17520310|-66.732|25000|14|148|3.25|149
17525305|-66.806|25000|-4|148|2.99|150
17530302|-66.880|25000|1|149|2.72|150
17535304|-66.954|25000|1|148|2.46|150
17540312|-67.028|25000|1|148|2.20|149
17545302|-67.102|25000|1|148|1.93|149
17550315|-67.176|25000|6|148|1.58|149
17555313|-67.250|25000|-6|148|1.32|150
17560315|-67.324|25000|0|148|1.05|150
17565301|-67.397|25000|-9|149|0.79|149
17570313|-67.471|25000|1|149|0.53|149
17575303|-67.545|25000|1|148|0.26|149
17580304|-67.619|25000|9|149|0.00|150
17585311|-67.693|25000|-7|149|0.00|149
17590307|-67.767|25000|2|149|0.00|149
17595314|-67.841|25000|1|148|0.00|149
17600318|-67.915|25000|1|148|-1.14|152
17605312|-67.989|25000|3|148|-1.41|150
17610302|-68.062|25000|5|148|-1.76|150
17615304|-68.136|25000|-0|148|-2.02|149
17620308|-68.210|25000|1|149|-2.29|151
17625309|-68.284|25000|0|148|-2.55|150
17630311|-68.358|25000|1|148|-2.81|151
17635305|-68.432|25000|6|148|-3.08|149
17640315|-68.506|25000|2|149|-3.43|150
17645300|-68.580|25000|-2|147|-3.69|150
17650315|-68.654|25000|13|148|-3.96|150
17655308|-68.728|25000|6|148|-4.31|150
17660312|-68.802|25000|-4|149|-4.48|150
17665305|-68.875|25000|4|148|-4.75|151
17670316|-68.949|25000|1|149|-5.10|150
17675307|-69.023|25000|1|149|-5.36|151
17680301|-69.097|25000|-2|147|-5.62|150
17685315|-69.171|25000|0|148|-5.98|150
17690310|-69.245|25000|-2|148|-6.15|151
17695312|-69.319|25000|1|148|-6.50|149
17700305|-69.393|25000|8|149|-6.68|148
17705301|-69.466|25000|2|149|-6.94|150
17710304|-69.540|25000|0|149|-7.21|150
17715300|-69.614|25000|1|148|-7.56|151
17720301|-69.688|25000|-1|149|-7.82|150
17725314|-69.762|25000|1|147|-8.09|150
17730310|-69.836|25000|0|148|-8.35|150
17735316|-69.910|25000|7|148|-8.61|150
17740307|-69.984|25000|4|148|-8.88|150
17745311|-70.058|25000|1|149|-9.23|150
17750316|-70.132|25000|14|148|-9.49|150
17755310|-70.205|25000|6|156|-9.76|149
17760305|-70.279|25000|-9|148|-10.02|150
17765310|-70.353|25000|-0|149|-10.28|148
17770304|-70.427|25000|1|151|-10.63|150
17775310|-70.501|25000|-10|151|-10.90|150
17780316|-70.575|25000|-6|149|-11.16|150
17785318|-70.649|25000|1|150|-11.43|150
17790319|-70.723|25000|0|158|-11.69|150
17795316|-70.797|25000|1|148|-11.95|151
17800306|-70.871|25000|10|149|-12.22|151
17805315|-70.945|25000|-2|149|-12.48|151
17810310|-71.018|25000|5|148|-12.83|150
17815311|-71.092|25000|2|148|-13.10|151
17820314|-71.166|25000|4|151|-13.27|151
17825324|-71.240|25000|14|155|-13.62|151
17830315|-71.314|25000|5|148|-13.89|151
17835314|-71.388|25000|2|154|-14.15|153
17840304|-71.462|25000|-6|148|-14.41|153
17845314|-71.536|25000|1|148|-14.68|151
17850306|-71.610|25000|1|148|-14.94|150
17855302|-71.683|25000|8|148|-15.21|152
17860318|-71.758|25000|-3|149|-15.47|152
17865308|-71.831|25000|8|148|-15.82|151
17870309|-71.905|25000|-4|148|-16.08|151
17875317|-71.979|25000|1|149|-16.35|158
17880302|-72.053|25000|1|148|-16.61|150
17885310|-72.127|25000|0|147|-16.87|150
17890309|-72.201|25000|1|148|-17.14|149
17895307|-72.275|25000|8|149|-17.40|150
17900311|-72.349|25000|8|147|-17.67|149
17905302|-72.422|25000|4|148|-17.93|150
17910305|-72.496|25000|5|148|-18.19|150
17915314|-72.570|25000|-4|149|-18.46|150
17920318|-72.644|25000|-11|149|-18.81|159
17925325|-72.718|25000|-12|147|-19.07|157
17930311|-72.792|25000|-7|148|-19.34|150
17935301|-72.866|25000|0|148|-19.60|149
17940301|-72.940|25000|1|148|-19.86|150
17945300|-73.014|25000|0|148|-20.13|151
17950309|-73.088|25000|1|148|-20.39|151
17955316|-73.162|25000|8|149|-20.65|150
17960307|-73.235|25000|9|147|-21.01|149
17965314|-73.309|25000|6|148|-21.27|150
17970316|-73.383|25000|-6|148|-21.53|150
17975308|-73.457|25000|2|148|-21.80|151
17980300|-73.531|25000|1|149|-22.06|149
17985311|-73.605|25000|-2|148|-22.32|149
17990311|-73.679|25000|1|147|-22.68|150
17995316|-73.753|25000|5|149|-22.94|150
18000303|-73.827|25000|-8|149|-23.20|151
18005302|-73.900|25000|-4|148|-23.47|150
18010305|-73.974|25000|1|148|-23.73|149
18015301|-74.048|25000|1|147|-23.99|149
18020315|-74.122|25000|6|148|-24.35|150
18025316|-74.196|25000|8|149|-24.61|150
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
18030382|-74.270|25000|-2|148|-24.79|150
18035306|-74.344|25000|1|148|-25.14|151
18040303|-74.418|25000|-2|148|-25.40|150
18045303|-74.492|25000|4|149|-25.66|150
18050306|-74.566|25000|14|149|-25.93|150
18055302|-74.639|25000|1|149|-26.19|149
18060305|-74.713|25000|1|148|-26.54|150
18065311|-74.787|25000|-0|148|-26.81|150
18070302|-74.861|25000|4|148|-27.07|149
18075313|-74.935|25000|12|149|-27.33|149
18080314|-75.009|25000|9|147|-27.60|150
18085309|-75.083|25000|5|149|-27.86|150
18090314|-75.157|25000|0|148|-28.12|151
18095313|-75.231|25000|4|149|-28.39|150
18100315|-75.305|25000|1|149|-28.65|150
18105308|-75.379|25000|14|148|-29.00|150
18110308|-75.452|25000|4|149|-29.27|150
18115302|-75.526|25000|4|148|-29.53|151
18120309|-75.600|25000|3|149|-29.79|150
18125311|-75.674|25000|-12|148|-30.15|149
18130313|-75.748|25000|1|147|-30.41|150
18135312|-75.822|25000|1|148|-30.76|150
18140308|-75.896|25000|8|149|-31.03|150
18145306|-75.970|25000|1|149|-31.29|151
18150312|-76.044|25000|-8|149|-31.55|150
18155302|-76.117|25000|4|149|-31.82|150
18160310|-76.191|25000|-4|148|-32.17|150
18165301|-76.265|25000|4|149|-32.34|150
18170306|-76.339|25000|3|148|-32.70|151
18175308|-76.413|25000|0|148|-32.96|150
18180304|-76.487|25000|1|148|-33.22|150
18185315|-76.561|25000|1|148|-33.49|150
18190308|-76.635|25000|1|149|-33.75|150
18195304|-76.709|25000|-0|148|-34.10|149
18200307|-76.783|25000|8|149|-34.37|150
18205305|-76.856|25000|1|148|-34.63|151
18210301|-76.930|25000|8|148|-34.98|150
18215301|-77.004|25000|1|149|-35.24|151
18220308|-77.078|25000|10|147|-35.51|149
18225319|-77.152|25000|2|149|-35.86|151
18230303|-77.226|25000|5|147|-36.12|149
18235300|-77.300|25000|4|148|-36.39|149
18240302|-77.374|25000|-5|149|-36.65|150
18245311|-77.448|25000|2|148|-37.00|150
18250306|-77.522|25000|1|147|-37.27|150
18255314|-77.596|25000|-0|149|-37.53|150
18260312|-77.669|25000|14|149|-37.79|150
18265310|-77.743|25000|-4|148|-38.14|150
18270310|-77.817|25000|-1|156|-38.41|149
18275303|-77.891|25000|2|151|-38.76|150
18280316|-77.965|25000|1|150|-39.02|150
18285303|-78.039|25000|27|152|-39.29|149
18290314|-78.113|25000|1|151|-39.64|150
18295310|-78.187|25000|6|151|-39.90|150
18300309|-78.261|25000|-2|150|-40.17|150
18305302|-78.334|25000|5|148|-40.43|150
